71|62|35|100|1
107|65|35|100|1
143|74|143|100|1
287|62|35|100|1
323|65|35|100|1
359|74|143|100|1
503|76|143|100|1
611|77|35|100|1
647|76|35|100|1
683|77|35|100|1
719|76|35|100|1
755|72|35|100|1
791|69|143|100|1
935|69|71|100|1
1007|62|71|100|1
1079|65|35|100|1
1115|67|35|100|1
1151|69|215|100|1
1367|69|71|100|1
1439|62|71|100|1
1511|65|35|100|1
1547|67|35|100|1
1583|64|215|100|1
